Nombre,Direccion,Telefono,Web,Email,Sector,Ubicacion
Entrenador Personal Stefi_fitcoach,"Av. de Andalucía, km. 7, 100, Villaverde, 28041 Madrid",+34 676 15 34 34,https://onestepfit.es/,,Entrenador Personal,Madrid
Centro de Entrenamiento Personal - John López,"C. de Moratín, 26, Centro, 28014 Madrid",+34 699 13 75 84,https://johnlopezpt.com/,lopezavilesjohn@gmail.com,Entrenador Personal,Madrid
MTR | Movement Therapy Recovery | Entrenador Personal,"C. de Julio Rey Pastor, 4, Retiro, 28007 Madrid",+34 648 89 59 81,http://mtrmadrid.com/,,Entrenador Personal,Madrid
En Forma,"C. de Juan Ramón Jiménez, 28, Chamartín, 28036 Madrid",+34 679 33 73 28,http://genteenforma.es/,genteenformacontacto@gmail.com,Entrenador Personal,Madrid
Inés Pernia Fitness Coach,"C. Pico de los Artilleros, 36, Moratalaz, 28030 Madrid",+34 679 50 02 16,https://www.inespernia.com/,INFO@INESPERNIA.COM,Entrenador Personal,Madrid
hiitstudio,"Calle de Palafox, 21, Chamberí, 28010 Madrid",+34 602 25 88 51,http://www.hiitstudio.es/,info@hiitstudio.es,Entrenador Personal,Madrid
Entrenadores Personales Madrid,"P.º de La Habana, 63, Planta 2, Chamartín, 28016 Madrid",+34 665 05 43 88,http://www.entrenadorespersonalesmadrid.com/,info@entrenadorespersonalesmadrid.com,Entrenador Personal,Madrid
HOME WELLNESS MADRID,"C. de Santo Domingo de Silos, 1, Chamartín, 28036 Madrid",+34 681 39 44 79,http://www.homewellnessmadrid.com/,info@homewellnessmadrid.com,Entrenador Personal,Madrid
RJ Personal Trainer Fitness Boutique,"C. de Juan Ramón Jiménez, 28, Local Izquierda, Chamartín, 28036 Chamartín, Madrid",+34 649 88 67 09,https://rjpersonaltrainer.com/,info@easyappcode.com,Entrenador Personal,Madrid
F4Trainers - Coslada,"Av. de José Gárate, 3, 28823 Coslada, Madrid",,https://www.f4trainers.com/,info@f4trainers.com,Entrenador Personal,Madrid
Israel Martínez- Entrenador Personal Madrid,"Av. del General Perón, 25, Tetuán, 28020 Madrid",+34 722 63 18 70,https://imtrainer.es/,info@imtrainer.es,Entrenador Personal,Madrid
Israel Martínez- Entrenador Personal Madrid,"C. de Omega, Vicálvaro, 28032 Madrid",+34 722 63 18 70,https://imtrainer.es/,info@imtrainer.es,Entrenador Personal,Madrid
Goal Training,"C. del Nardo, 5, Tetuán, 28029 Madrid",+34 722 34 05 97,https://goaltraining.es/,info@goaltraining.com,Entrenador Personal,Madrid
Inner Workout,"C/ de Feijóo, 5, local 2, Chamberí, 28010 Madrid",+34 687 48 43 82,https://innerworkout.es/,tuemail@gmail.com,Entrenador Personal,Madrid
BRAVO PERSONAL TRAINING,"Calle de Antonio Palomino, 1, Chamberí, 28015 Madrid",+34 672 34 70 96,https://bravopersonaltraining.my.canva.site/,nBravopersonaltraining@gmail.com,Entrenador Personal,Madrid
EmPawer Fitness | Gimnasio con Entrenador Personal,"Garaje verde, C. del Duque de Liria, 4, Centro, 28015 Madrid",+34 663 49 58 84,https://empawerfitness.com/,info@empawerfitness.com,Entrenador Personal,Madrid
FTR Centro de Entrenamiento Personal y Coworking,"C. de Andrés Mellado, 31, Chamberí, 28015 Madrid",+34 692 02 36 23,https://www.ftrfitness.es/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,Entrenador Personal,Madrid
FITNESS 360 - Entrenamiento Personal,"Calle de O'Donnell, 6, Retiro, 28009 Madrid",+34 690 76 28 50,https://www.instagram.com/360fitness_madrid/,,Entrenador Personal,Madrid
Entrenamiento Personal | Crostraining,"P.º del Marqués de Zafra, 38, Salamanca, 28028 Madrid",+34 605 41 39 37,https://app.harbiz.io/crosstrengthandconditioning/landing,,Entrenador Personal,Madrid
Entrenador Personal Madrid Trainer,"Esquina con, Calle Camerún, C. César Navarro, 28907 Getafe, Madrid",+34 608 06 54 73,https://madridtrainer.es/,info@madridtrainer.es,Entrenador Personal,Madrid
Entrenamiento Perfecto,"C/ del Alcalde Sainz de Baranda, 48, Retiro, 28009 Madrid",+34 679 30 64 56,http://www.entrenamientoperfecto.com/,entrenamientoperfecto@hotmail.com,Entrenador Personal,Madrid
Oh My Good - Entrenamiento personal Madrid I Malasaña,"Calle de Antonio Grilo, 12, Centro, 28015 Madrid",+34 660 12 90 64,http://www.ohmygood.club/,info@ohmygood.club,Entrenador Personal,Madrid
ENTRENATERAPIA - Entrenamientos Personalizados,"C. de Fermín Caballero, Fuencarral-El Pardo, 28034 Madrid",+34 664 08 78 65,http://www.entrenaterapia.com/,entrenaterapia@gmail.com,Entrenador Personal,Madrid
Atlética Woman Personal Training,"C. Joaquín Bau, 2, Chamartín, 28036 Madrid",+34 680 96 42 84,https://www.atleticapersonaltraining.com/,%20atleticawpt@gmail.com,Entrenador Personal,Madrid
Squmat - Centro de entrenamiento personal | Tetuán,"C. de Hernani, 49, local comercial, Tetuán, 28020 Madrid",+34 680 24 12 04,https://squmat.com/?utm_source=google&utm_medium=organic&utm_campaign=google-business-profile,info@squmat.com,Entrenador Personal,Madrid
Entrenamiento Personal Madrid,"C. de la Constancia, 21, Chamartín, 28002 Madrid",+34 679 50 84 81,http://www.entrenamientopersonal-madrid.com/,info@entrenamientopersonal-madrid.com,Entrenador Personal,Madrid
THE LAB MOVE,"P.º de La Habana, 137, Chamartín, 28036 Madrid",+34 662 42 41 29,http://thelabmove.com/,hola@thelabmove.com,Entrenador Personal,Madrid
